,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
true,O,O,O,O,O,O,O,O,O,O,O,B-ADR,I-ADR,O,O,O,O,O,O,O,O,O,B-ADR,O,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,B-ADR,I-ADR,O,O,O,O,O,O,O,O,O,B-ADR,O,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,
word,i,resent,taking,olanzapine,as,it,is,the,side,effects,of,olanzapine,that,were,mistaken,for,negative,symptoms,of,schizophrenia,,,,,,,,,,
pos,O,V,V,A,P,O,V,D,N,N,P,^,P,V,V,P,A,N,P,N,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,I-ADR,I-ADR,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,
word,cymbalta,makes,me,thirsty,to,the,point,where,my,mouth,is,painfully,dry,.,it,feels,like,the,sahara,desert,in,my,mouth,.,,,,,,
pos,^,V,O,A,P,D,N,R,D,N,V,R,A,",",O,V,P,D,^,N,P,D,N,",",,,,,,
true,O,O,O,B-ADR,O,O,O,O,O,B-ADR,I-ADR,I-ADR,I-ADR,O,O,B-ADR,I-ADR,I-ADR,I-ADR,I-ADR,I-ADR,I-ADR,I-ADR,O,,,,,,
pred,O,O,O,B-ADR,O,O,O,O,O,B-ADR,I-ADR,O,O,O,O,O,O,O,B-ADR,I-ADR,O,O,O,O,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,
word,@any1mouse,jus,gt,bck,myself,",",hes,put,me,on,citalopram,in,addition,2,the,quetiapine,!,im,a,bit,worried,as,citalopram,has,made,me,manic,before,,
pos,@,R,V,V,O,",",L,V,O,P,^,P,N,P,D,N,",",L,D,N,V,P,^,V,V,O,A,P,,
true,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,O,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,O,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
word,rivaroxaban,diary,day,22,.,last,tablet,taken,tuesday,18th,",",4,days,ago,.,woken,up,in,pain,.,bad,fluid,retention,(uneven),on,both,legs,.,,
pos,^,N,N,$,",",A,N,V,^,$,",",$,N,R,",",V,T,P,N,",",A,N,N,A,P,D,N,",",,
true,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,O,O,B-ADR,I-ADR,O,O,O,O,O,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,O,O,B-ADR,I-ADR,O,O,O,O,O,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
word,i,need,to,stop,the,vyvanse,that,shit,can,fuck,with,your,head,,,,,,,,,,,,,,,,,
pos,O,V,P,V,D,N,D,N,V,V,P,D,N,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,B-ADR,I-ADR,I-ADR,I-ADR,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,
word,racing,next,sun,so,thought,i'd,better,try,on,my,tri,suit,.,so,depressing,",",can,just,about,get,into,it,and,look,like,a,whale,ffs,!,!
pos,V,A,N,P,V,L,R,V,P,D,N,N,",",R,A,",",V,R,P,V,P,O,&,V,P,D,N,!,",",","
true,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,I-ADR,I-ADR,I-ADR,O,O,O
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-ADR,O,O,O
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
word,fuck,here,comes,the,nicotine,cravings,damn,you,hookah,,,,,,,,,,,,,,,,,,,,,
pos,V,R,V,D,N,N,!,O,N,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,B-ADR,O,O,O,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,B-ADR,O,O,O,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,
word,i,rilly,want,to,get,off,cymbalta,but,i,don't,want,to,suffer,through,terrible,withdrawals,,,,,,,,,,,,,,
pos,O,R,V,P,V,T,N,&,O,V,V,P,V,P,A,N,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,
word,slept,11,hours,last,night,on,seroquel,o.o,,,,,,,,,,,,,,,,,,,,,,
pos,V,$,N,A,N,P,^,E,,,,,,,,,,,,,,,,,,,,,,
true,B-ADR,I-ADR,I-ADR,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,
pred,B-ADR,I-ADR,I-ADR,I-ADR,I-ADR,O,O,O,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,
word,@joanne__howe,i'm,good,been,on,25mg,mtx,for,years,then,switched,to,leflunomide,back,mtx,the,other,caused,tummy,trouble,.,why,r,u,off,enbrel,,,,
pos,@,L,A,V,P,^,^,P,N,R,V,P,V,R,^,D,A,V,N,N,",",R,V,O,T,N,,,,
true,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,I-ADR,O,O,O,O,O,O,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,I-ADR,O,O,O,O,O,O,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,
word,the,#zombieapocalypse,will,stem,from,paxil,w/d,symptoms,.,mark,my,words,.,,,,,,,,,,,,,,,,,
pos,D,^,V,V,P,^,^,N,",",^,D,N,",",,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,B-ADR,O,O,O,O,O,O,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,B-ADR,B-ADR,O,O,O,O,O,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,
word,anybody,get,involuntary,facial,spasms,with,prozac,?,mine,is,my,right,eye,.,does,it,go,away,or,is,time,to,try,something,else,?,,,,
pos,N,V,A,A,N,P,^,",",O,V,D,A,N,",",V,O,V,R,&,V,N,P,V,N,R,",",,,,
true,O,O,O,B-ADR,I-ADR,O,O,O,O,O,O,O,B-ADR,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,
pred,O,O,O,B-ADR,I-ADR,O,O,O,O,O,O,O,I-ADR,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,
word,also,the,lamotrigine,dose,feels,a,bit,high,too,now,the,o,is,leaving,my,system,.,will,have,to,adjust,that,as,well,or,i,won't,sleep,*sigh*,
pos,R,D,^,N,V,D,N,N,R,R,D,^,V,V,D,N,",",V,V,P,V,O,R,R,&,O,V,V,V,
true,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,I-ADR,O,
pred,O,O,O,O,O,O,O,B-ADR,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
word,trazodone,has,screwed,up,my,sleep,schedule,.,its,helping,tho,.,,,,,,,,,,,,,,,,,,
pos,^,V,V,T,D,N,N,",",L,V,R,",",,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,B-ADR,I-ADR,O,O,O,O,O,,,,,,,,,,,,,,,,,,
pred,O,O,B-ADR,I-ADR,O,B-ADR,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,
word,08.55,day,21,rivaroxaban,diary,strange,muscle,spasms,especially,in,neck,shoulders,and,legs,.,no,more,fluid,retention,.,more,mobile,.,,,,,,,
pos,$,N,$,^,N,A,N,N,R,P,N,N,&,N,",",R,A,N,N,",",R,A,",",,,,,,,
true,O,O,O,O,O,O,B-ADR,I-ADR,O,O,O,O,O,O,O,O,O,B-ADR,I-ADR,O,O,B-ADR,O,,,,,,,
pred,O,O,O,O,O,O,B-ADR,I-ADR,O,O,I-ADR,I-ADR,O,B-ADR,O,O,O,B-ADR,I-ADR,O,O,O,O,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,
word,today,is,the,day,for,my,biweekly,humira,injection,",",any,volunteers,to,take,it,for,me,?,it,hurts,.,,,,,,,,,
pos,N,V,D,N,P,D,A,N,N,",",D,N,P,V,O,P,O,",",O,V,",",,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,O,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,O,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,
word,i,didn't,expect,that,going,off,of,paxil,would,make,me,want,to,look,at,my,farrah,fawcett,poster,quite,so,much,.,,,,,,,
pos,O,V,V,O,V,T,P,^,V,V,O,V,P,V,P,D,^,^,N,R,R,R,",",,,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,I-ADR,I-ADR,I-ADR,I-ADR,I-ADR,O,O,O,O,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,B-ADR,I-ADR,I-ADR,I-ADR,I-ADR,I-ADR,O,O,O,O,O,O,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,
word,@hospitalpatient,have,been,on,humira,2years,now,n,get,on,off,chest,infections,that,sometimes,need,2diff,pills,2sort,out,should,i,b,worried,?,,,,,
pos,@,V,V,P,^,R,R,&,V,P,P,N,N,P,R,V,N,N,V,T,V,O,V,A,",",,,,,
true,O,O,O,O,O,O,O,O,O,O,O,B-ADR,I-ADR,O,O,O,O,O,O,O,O,O,O,O,O,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,
word,between,the,fucking,redbull,and,vyvanse,i,popped,to,energize,my,triple,yesterday..,.,couldn't,fall,asleep,for,the,life,of,me,.,,,,,,,
pos,P,D,A,N,&,N,O,V,P,V,D,A,N,",",V,V,R,P,D,N,P,O,",",,,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,I-ADR,I-ADR,O,O,O,O,O,O,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,
word,@reneeliedig,hi,idk,who,you,are,but,i,just,wanted,to,let,you,know,i,gained,over,20,lbs,on,paxil,.,be,watchful,.,,,,,
pos,@,!,L,O,O,V,&,O,R,V,P,V,O,V,O,V,P,$,N,P,^,",",V,A,",",,,,,
true,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,I-ADR,I-ADR,I-ADR,O,O,O,O,O,O,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,I-ADR,I-ADR,I-ADR,O,O,O,O,O,O,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,
word,@_katball,natural,don't,work,for,me,",",try,300mg,of,seroquel...you'll,sleep,for,days,",",i,have,insomnia,that's,what,they,give,me,lol,,,,,,
pos,@,A,V,V,P,O,",",V,N,P,^,N,P,N,",",O,V,^,L,O,O,V,O,!,,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,B-ADR,I-ADR,I-ADR,O,O,O,O,O,O,O,O,O,O,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,B-ADR,I-ADR,I-ADR,O,O,O,O,O,O,O,O,O,O,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,
word,day,five,of,no,effexor,.,i,am,guessing,this,is,what,it,feels,like,when,you,come,off,heroin..,.,#discontinuation,,,,,,,,
pos,N,$,P,D,N,",",O,V,V,O,V,O,O,V,P,R,O,V,T,N,",",#,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,I-ADR,I-ADR,I-ADR,I-ADR,I-ADR,I-ADR,O,O,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,
word,@thestomabaglady,it,was,explained,to,me,that,all,the,anti-tnfs,can,bring,out,other,issues,.,i,had,severe,joint,pain,on,humira,&,remicaid,,,,,
pos,@,O,V,V,P,O,P,X,D,N,V,V,T,A,N,",",O,V,A,N,N,P,^,&,^,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,I-ADR,O,O,O,O,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,I-ADR,O,O,O,O,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,
word,god,there,is,nothing,worse,than,nicotine,withdrawal,,,,,,,,,,,,,,,,,,,,,,
pos,^,X,V,N,A,P,N,N,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,B-ADR,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,B-ADR,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,
word,coming,off,#quetiapine,is,harder,than,u,think,.,nausea,sickness,hot,and,cold,shivers,twitching,headache,#bipolar,#mentalhealth,#medication,,,,,,,,,,
pos,V,T,^,V,A,P,O,V,",",N,N,A,&,A,N,V,N,#,#,#,,,,,,,,,,
true,B-ADR,I-ADR,O,O,O,O,O,O,O,B-ADR,I-ADR,I-ADR,I-ADR,I-ADR,I-ADR,I-ADR,I-ADR,O,O,O,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,B-ADR,I-ADR,I-ADR,O,O,O,B-ADR,O,O,O,O,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,
word,i,need,more,energy,today,.,don't,know,where,to,get,it,from,",",though,.,this,is,the,result,of,going,off,#tysabri,for,#msandlife,and,heat-related,.,
pos,O,V,A,N,N,",",V,V,R,P,V,O,P,",",P,",",O,V,D,N,P,V,T,#,P,^,&,^,",",
true,O,O,O,B-ADR,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,
pred,O,O,O,I-ADR,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
word,from,jessica,i,have,recently,changed,anti-depressants,from,cymbalta,to,zoloft...does,anyone,else,get,daily,migraines,from,taking,zoloft,?,,,,,,,,,,
pos,P,^,O,V,R,V,N,P,N,P,V,N,R,V,A,N,P,V,N,",",,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,O,O,O,O,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,O,O,O,O,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,
word,vyvanse,make,me,so,hyper,and,creative,and,i,think,of,so,many,tweets,,,,,,,,,,,,,,,,
pos,^,V,O,R,A,&,A,&,O,V,P,R,A,N,,,,,,,,,,,,,,,,
true,O,O,O,O,B-ADR,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,
pred,O,O,O,O,B-ADR,I-ADR,I-ADR,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,
word,@thebloggess,your,lucky,!,i,have,to,do,infusions,of,remicade,for,my,ra,.,i,would,happily,do,humera,or,enbrel,if,it,didnt,make,me,stop,breathin,
pos,@,D,A,",",O,V,P,V,N,P,^,P,D,N,",",O,V,R,V,^,&,V,P,O,V,V,O,V,V,
true,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,I-ADR,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,I-ADR,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
word,every,since,i,stopped,taking,that,paxil,i,haven't,been,so,damn,emotional,.....,i,think,!,,,,,,,,,,,,,
pos,D,P,O,V,V,D,^,O,V,V,R,R,A,",",O,V,",",,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,O,O,O,O,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,O,O,O,O,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,
word,i'm,loosing,so,much,blood,right,now,.,humira,is,some,scurry,ish,.,,,,,,,,,,,,,,,,
pos,L,V,R,A,N,R,R,",",^,V,D,V,N,",",,,,,,,,,,,,,,,,
true,O,B-ADR,I-ADR,I-ADR,I-ADR,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,
pred,O,B-ADR,O,O,B-ADR,O,O,O,O,O,O,B-ADR,O,O,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,
word,@gloombat,i,think,it,was,an,anxiety,meds,dream,.,damn,quetiapine,.,,,,,,,,,,,,,,,,,
pos,@,O,V,O,V,D,N,N,V,",",!,^,",",,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,B-ADR,O,O,O,O,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,B-ADR,O,O,O,O,O,O,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,
word,its,your,third,visit,in,2,weeks,for,priapism,and,you're,still,taking,trazodone,@erproblem,,,,,,,,,,,,,,,
pos,L,D,A,N,P,$,N,P,^,&,L,R,V,N,@,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,B-ADR,O,O,O,O,O,O,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,
word,@theonlywayisgay,fluoxetine,.,killed,my,libido,stone,dead,.,,,,,,,,,,,,,,,,,,,,,
pos,@,!,",",V,D,N,N,A,",",,,,,,,,,,,,,,,,,,,,,
true,O,O,O,B-ADR,I-ADR,I-ADR,O,O,O,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,B-ADR,O,B-ADR,I-ADR,O,O,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,
word,@hello_nacho,@tobiasampersand,i'm,with,you,.,even,though,the,pristiq,works,",",i,still,don't,feel,fully,human,.,,,,,,,,,,,
pos,@,@,L,P,O,",",R,P,D,N,V,",",O,R,V,V,R,A,",",,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,I-ADR,I-ADR,I-ADR,O,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,I-ADR,I-ADR,I-ADR,O,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,
word,@bipolarblogger,yeah,",",generic,venlafaxine,has,about,four,different,slow,release,formulations,",",i,got,withdrawals,from,some,.,,,,,,,,,,,
pos,@,!,",",A,N,V,P,$,A,A,N,N,",",O,V,N,P,D,",",,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,O,O,O,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,O,O,O,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,
word,going,to,the,hair,salon,is,no,longer,a,pleasant,experience.how,much,are,we,cutting,?,half,of,it,.,#crohns,#hairloss,#autoimmune,disease,#humira,,,,,
pos,V,P,D,N,N,V,D,N,D,A,N,A,V,O,V,",",N,P,O,",",#,#,A,N,#,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,O,O,O,,,,,
pred,O,O,O,I-ADR,O,O,O,O,O,O,B-ADR,O,O,I-ADR,I-ADR,O,O,O,O,O,O,B-ADR,I-ADR,O,O,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,
word,@kalmsivi,saying,that,",",the,whole,reason,i,gained,weight,in,the,first,place,was,due,to,the,drug,olanzapine,.,doctor's,fault,.,ah,well,.,,,
pos,@,V,O,",",D,A,N,O,V,N,P,D,A,N,V,A,P,D,N,N,",",S,N,",",!,!,",",,,
true,O,O,O,O,O,O,O,O,B-ADR,I-ADR,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,
pred,O,O,O,O,O,O,O,O,B-ADR,I-ADR,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,
word,i,really,feel,like,this,fluoxetine,is,messing,with,my,perspective,time,and,people,.,,,,,,,,,,,,,,,
pos,O,R,V,P,O,N,V,V,P,D,N,N,&,N,",",,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,B-ADR,I-ADR,I-ADR,I-ADR,O,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,B-ADR,I-ADR,I-ADR,I-ADR,I-ADR,O,O,O,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,
word,@samambreen,doesn't,work,.,citilopram,then,fluoxetine,before,",",bothe,did,nothing,for,my,mood,but,made,me,vomit,so,much,i,lost,4,stone,in,6mo,.,,
pos,@,V,V,",",G,R,^,R,",",O,V,N,P,D,N,&,V,O,V,R,R,O,V,P,N,P,N,",",,
true,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,O,O,O,B-ADR,I-ADR,I-ADR,O,O,O,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,O,O,O,B-ADR,I-ADR,I-ADR,O,O,O,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
word,@doctorchristian,@c4dispatch,re,victoza,i,was,prescribed,this,in,2010,for,obesity,.,caused,pancreatitis,and,digestive,problems,ever,since,,,,,,,,,,
pos,@,@,N,N,O,V,V,O,P,$,P,N,",",V,N,&,A,N,R,P,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,O,B-ADR,I-ADR,O,O,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,B-ADR,O,O,B-ADR,O,B-ADR,I-ADR,O,O,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,
word,i,just,found,out,that,some,dude,from,my,friend's,family,was,in,a,coma,because,of,that,drug,(zyprexa),i,was,prescribed,.,,,,,,
pos,O,R,V,T,P,D,N,P,D,S,N,V,P,D,N,P,P,D,N,N,O,V,V,",",,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,O,O,O,O,O,O,O,O,O,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,O,O,O,O,O,O,O,O,O,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,
word,vyvanse,keep,me,straight,but,i,can't,eat,shit,when,i'm,on,em,,,,,,,,,,,,,,,,,
pos,^,V,O,R,&,O,V,V,N,R,L,P,O,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,B-ADR,I-ADR,O,O,O,O,O,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,B-ADR,I-ADR,O,O,O,O,O,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,
word,i,went,down,to,100,mg,of,trazodone,at,night,.,the,nightmares,are,gone,but,my,insomnia,got,worse,.,,,,,,,,,
pos,O,V,R,P,$,N,P,N,P,N,",",D,N,V,A,&,D,N,V,A,",",,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,O,O,O,O,B-ADR,O,O,O,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,O,O,O,O,B-ADR,O,O,O,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,
word,@stillicides,@stfumisogynists,@schizophrenicgb,*buts,in*,you,don't,wanna,miss,venlafaxine,no,no,it,made,me,so,wonky,missing,one,day,!,ouch,,,,,,,,
pos,@,@,@,!,P,O,V,V,V,P,D,N,O,V,O,R,A,V,$,N,",",!,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,O,O,O,O,O,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-ADR,I-ADR,O,O,O,O,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,
word,oh,hey,.,much,like,other,anti-convulsants,",",lamictal,dehydrates,you,.,so,much,is,explained,.,,,,,,,,,,,,,
pos,!,!,",",R,P,A,N,",",A,N,O,",",R,R,V,V,",",,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,B-ADR,O,O,O,O,O,O,O,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,B-ADR,I-ADR,O,O,O,O,O,O,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,
word,@ciproispoison,avelox,got,me,.,central,nervous,system,breakdown,.,,,,,,,,,,,,,,,,,,,,
pos,@,^,V,O,",",R,A,N,N,",",,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,B-ADR,I-ADR,I-ADR,I-ADR,O,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,B-ADR,I-ADR,O,O,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,
word,@johncheese,i,hated,effexor,.,it,makes,you,hungry,",",dizzy,",",and,lethargic,.,that,culminated,in,a,large,weight,gain,for,me,.,,,,,
pos,@,O,V,^,",",O,V,O,A,",",A,",",&,A,",",O,V,P,D,A,N,V,P,O,",",,,,,
true,O,O,O,O,O,O,O,O,B-ADR,O,B-ADR,O,O,B-ADR,O,O,O,O,O,O,B-ADR,I-ADR,O,O,O,,,,,
pred,O,O,O,O,O,O,O,O,B-ADR,O,B-ADR,O,O,B-ADR,O,O,O,O,O,O,B-ADR,I-ADR,O,O,O,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,
word,owww,.,i,hurt,my,foot,.,&,am,concerned,.,1st,warning,on,cipro,is,tendon,damage,.,:,-/,it,certainly,wasn't,a,rupture,.,i'm,sure,i'm
pos,!,",",O,V,D,N,",",&,V,A,",",A,N,P,N,V,N,N,",",",",G,O,R,V,D,N,",",L,A,L
