Sentence #	Word	NPOS	Tag	
	vitamin	NN	B-ADR
	d	NN	I-ADR
	malsorption	NN	I-ADR
	and	CC	O
	damaged	VBN	O
	photosynthesis	NN	O
	of	IN	O
	sun	JJ	O
	shine	NN	O
	in	IN	O
	to	TO	O
	vitamin	VB	O
	d	NN	O
	from	IN	O
	levaquin	JJ	O
	toxicity	NN	O
	leading	VBG	O
	to	TO	O
	calcium	VB	B-ADR
	problems	NNS	I-ADR
	.	.	O
	0	0	O
Sentence: 190	but	CC	O
	still	RB	O
	dr	VB	O
	.	.	O
	maria	NNS	O
	jasinskas	NN	O
	was	VBD	O
	right	JJ	O
	&	CC	O
	would	MD	O
	have	VB	O
	been	VBN	O
	if	IN	O
	not	RB	O
	for	IN	O
	pharmacy;	NN	O
	she	PRP	O
	said	VBD	O
	,	,	O
	"	NNP	O
	"	NNP	O
	you	PRP	O
	know	VBP	O
	sometimes	RB	O
	vyvanse	JJ	O
	can	MD	O
	make	VB	O
	you	PRP	O
	depressed	JJ	B-ADR
	"	NNS	O
	"	VBP	O
	0	0	O
Sentence: 191	@brokenmind_	JJ	O
	quetiapine	NN	O
	was	VBD	O
	horrific	NN	O
	for	IN	O
	me	PRP	O
	in	IN	O
	relation	NN	O
	to	TO	O
	wait	VB	B-ADR
	gain	NN	I-ADR
	.	.	O
	such	PDT	O
	a	DT	O
	horror	NN	O
	story	NN	O
	.	.	O
	but	CC	O
	the	DT	O
	weight	NN	B-ADR
	will	MD	O
	come	VB	O
	off	RP	O
	one	CD	O
	day	NN	O
	at	IN	O
	a	DT	O
	time	NN	O
	.	.	O
	0	0	O
Sentence: 192	@bipolarlab	JJ	O
	think	NN	O
	just	RB	O
	#lithium	NN	O
	for	IN	O
	#monotherapy	NNP	O
	&	CC	O
	#lamotrigine	NNP	O
	4	CD	O
	#rapidcycling	VBG	O
	-	:	O
	#atypicalantipsychotics	NNS	O
	now	RB	O
	revealing	VBG	O
	serious	JJ	O
	#sideeffects	NNS	O
	0	0	O
Sentence: 193	@almostwell	VB	O
	what	WP	O
	problems	NNS	O
	did	VBD	O
	you	PRP	O
	have	VBP	O
	with	IN	O
	humira	NN	O
	,	,	O
	if	IN	O
	you	PRP	O
	don't	VBP	O
	mind	VB	O
	me	PRP	O
	asking	VBG	O
	.	.	O
	i	NN	O
	tried	VBD	O
	infliximab	NN	O
	it	PRP	O
	destroyed	VBD	B-ADR
	my	PRP$	I-ADR
	liver	NN	I-ADR
	.	.	O
	0	0	O
Sentence: 194	@amberinnerglow	JJ	O
	@eclipsedblue	VB	O
	me	PRP	O
	too	RB	O
	,	,	O
	remicade	NN	O
	for	IN	O
	a	DT	O
	year	NN	O
	,	,	O
	humira	NN	O
	,	,	O
	and	CC	O
	had	VBD	O
	an	DT	O
	allergic	JJ	B-ADR
	reaction	NN	I-ADR
	to	TO	O
	cimzia	VB	O
	,	,	O
	almost	RB	B-ADR
	killed	VBN	I-ADR
	me	PRP	I-ADR
	in	IN	O
	november	NN	O
	.	.	O
	0	0	O
Sentence: 195	@rnaianalyst	NN	O
	@theflynews	NNS	O
	sad	JJ	O
	but	CC	O
	over	IN	O
	aggressive	JJ	O
	marketing	NN	O
	of	IN	O
	juxtapid	NN	O
	will	MD	O
	probably	RB	O
	make	VB	O
	it	PRP	O
	more	RBR	O
	difficult	JJ	O
	for	IN	O
	true	JJ	O
	hofh	NN	O
	to	TO	O
	get	VB	O
	covered	JJ	O
	0	0	O
Sentence: 196	@charlienicola85	NN	O
	someones	NNS	O
	said	VBD	O
	can	MD	O
	happen	VB	O
	while	IN	O
	fighting	VBG	O
	infection	NN	O
	which	WDT	O
	is	VBZ	O
	quite	RB	O
	possible	JJ	O
	,	,	O
	nearly	RB	O
	finished	VBD	O
	some	DT	O
	cipro&bringing	VBG	O
	up	RP	O
	foul	JJ	O
	gunk	NN	O
	!	.	O
	0	0	O
Sentence: 197	@hello_nacho	JJ	O
	@tobiasampersand	NNP	O
	lexapro	NN	O
	gave	VBD	O
	me	PRP	O
	the	DT	O
	worst	JJS	O
	mixed	JJ	B-ADR
	episodes	NNS	I-ADR
	.	.	O
	i	NN	O
	have	VBP	O
	some	DT	O
	instability	NN	O
	with	IN	O
	pristiq	NN	O
	but	CC	O
	i	NN	O
	can	MD	O
	manage	VB	O
	it	PRP	O
	ok	PRP	O
	.	.	O
	0	0	O
Sentence: 198	@kkarkatvantas1	NNS	O
	((	VBP	O
	when	WRB	O
	i	NN	O
	used	VBD	O
	to	TO	O
	take	VB	O
	trazodone	NN	O
	to	TO	O
	sleep	VB	O
	,	,	O
	people	NNS	O
	would	MD	O
	make	VB	O
	me	PRP	O
	stay	VB	O
	up	IN	O
	after	IN	O
	i	NN	O
	took	VBD	O
	it	PRP	O
	so	IN	O
	they	PRP	O
	could	MD	O
	watch	VB	O
	me	PRP	O
	be	VB	O
	high	JJ	B-ADR
	))	NN	O
	0	0	O
Sentence: 199	im	NN	O
	having	VBG	O
	paroxetine	JJ	O
	withdrawals	NNS	B-ADR
	but	CC	O
	thats	NNS	O
	ok	VBP	O
	cuz	NN	O
	i	NN	O
	still	RB	O
	aint	JJ	O
	takin	JJ	O
	no	DT	O
	moe	JJ	O
	fuck	RB	O
	behavioral	JJ	O
	health	NN	O
	ill	NN	O
	be	VB	O
	iight	VBN	O
	0	0	O
Sentence: 200	almost	RB	O
	blew	NN	B-ADR
	out	IN	I-ADR
	my	PRP$	I-ADR
	arms	NNS	I-ADR
	&	CC	O
	heels	NNS	B-ADR
	@	VBP	O
	work	NN	O
	.	.	O
	they	PRP	O
	hurt	VBP	B-ADR
	like	IN	O
	hell	NN	O
	.	.	O
	&	CC	O
	the	DT	O
	pain	NN	B-ADR
	is	VBZ	O
	spreading	VBG	O
	,	,	O
	damned	JJ	O
	cipro	NN	O
	.	.	O
	0	0	O
Sentence: 201	adderall	NN	O
	makes	VBZ	O
	me	PRP	O
	vomit	NN	B-ADR
	and	CC	O
	vyvanse	NN	O
	gives	VBZ	O
	me	PRP	O
	migraines.	NN	B-ADR
	.	.	O
	the	DT	O
	struggle	NN	O
	0	0	O
Sentence: 202	the	DT	O
	#quetiapine	NN	O
	is	VBZ	O
	kicking	VBG	O
	in	IN	O
	.	.	O
	bizarre	JJ	B-ADR
	thoughts	NNS	I-ADR
	tonight	NN	O
	.	.	O
	tempted	VBN	O
	to	TO	O
	take	VB	O
	the	DT	O
	whole	JJ	O
	lot	NN	O
	.	.	O
	i	NN	O
	won't	VBP	O
	-	:	O
	don't	NN	O
	worry	NN	O
	people	NNS	O
	.	.	O
	just	RB	O
	odd	JJ	O
	thoughts	NNS	O
	.	.	O
	0	0	O
Sentence: 203	i'm	NN	O
	always	RB	O
	irritated	VBN	B-ADR
	on	IN	O
	vyvanse	NN	O
	because	IN	O
	people	NNS	O
	can't	VBP	B-ADR
	think	VB	I-ADR
	as	IN	I-ADR
	fast	RB	I-ADR
	as	IN	O
	i	NN	O
	can	MD	O
	.	.	O
	it's	VB	O
	like	IN	O
	every	DT	O
	conversation	NN	O
	is	VBZ	O
	with	IN	O
	someone	NN	O
	at	IN	O
	a	DT	O
	nursing	NN	O
	home	NN	O
	0	0	O
Sentence: 204	@ysabel_03	NN	O
	@bofier	JJR	O
	try	VB	O
	something	NN	O
	like	IN	O
	wellbutrin	SYM	O
	-	:	O
	there	EX	O
	are	VBP	O
	many	JJ	O
	better	JJR	O
	than	IN	O
	zoloft	JJ	O
	(zombie-loft)	JJ	B-ADR
	and	CC	O
	paxil	NN	O
	for	IN	O
	anxiety	NN	O
	imo	NN	O
	0	0	O
Sentence: 205	i	NN	O
	fell	VBD	O
	asleep	RB	O
	and	CC	O
	woke	VBD	O
	back	RB	O
	up	RB	O
	again	RB	O
	.	.	O
	trying	VBG	O
	a	DT	O
	quarter	NN	O
	of	IN	O
	a	DT	O
	seroquel	JJ	O
	instead	RB	O
	of	IN	O
	half	PDT	O
	this	DT	O
	time	NN	O
	.	.	O
	i'd	NNS	O
	like	IN	O
	to	TO	O
	get	VB	B-ADR
	out	IN	I-ADR
	of	IN	I-ADR
	bed	NN	I-ADR
	tomorrow	NN	O
	.	.	O
	0	0	O
Sentence: 206	does	VBZ	O
	anyone	NN	O
	on	IN	O
	#tysabri	NNP	O
	get	VB	O
	flu	JJ	B-ADR
	iike	NN	I-ADR
	symptoms	NNS	I-ADR
	,	,	O
	aches	NNS	B-ADR
	and	CC	I-ADR
	pains	NNS	I-ADR
	,	,	O
	shivers	NNS	B-ADR
	a	DT	O
	sweats	NNS	B-ADR
	i	VBP	O
	seem	VBP	O
	to	TO	O
	get	VB	O
	it	PRP	O
	about	IN	O
	a	DT	O
	week	NN	O
	or	CC	O
	so	RB	O
	after	IN	O
	i've	NN	O
	had	VBD	O
	infusion	NN	O
	0	0	O
Sentence: 207	rt	JJ	O
	@swagbologna	NN	O
	:	:	O
	if	IN	O
	this	DT	O
	fuckin	JJ	O
	emt	NN	O
	looks	VBZ	O
	at	IN	O
	me	PRP	O
	one	CD	O
	more	JJR	O
	time	NN	O
	hes	NNS	O
	gonna	VBP	O
	feel	VB	O
	the	DT	O
	wrath	NN	O
	of	IN	O
	my	PRP$	O
	vyvanse	NN	O
	rage	NN	B-ADR
	0	0	O
Sentence: 208	21.55	CD	O
	rivaroxaban	JJ	O
	diary	JJ	O
	day	NN	O
	8	CD	O
	.	.	O
	aches	NNS	B-ADR
	easing	VBG	O
	,	,	O
	back	RB	B-ADR
	pain	NN	I-ADR
	easing	NN	O
	.	.	O
	swollen	VB	B-ADR
	lower	JJR	I-ADR
	legs	NNS	I-ADR
	like	IN	O
	fluid	JJ	B-ADR
	retention	NN	I-ADR
	.	.	O
	i	NNS	O
	take	VBP	O
	20mg	CD	O
	.	.	O
	furosemide	VB	O
	every	DT	O
	a.m	NN	O
	.	.	O
	0	0	O
Sentence: 209	@deltrimental	JJ	O
	@scribble_dragon	NNP	O
	comedown	NN	B-ADR
	is	VBZ	I-ADR
	hell	RB	I-ADR
	.	.	O
	when	WRB	O
	i	JJ	O
	went	VBD	O
	cold	JJ	O
	turkey	NN	O
	from	IN	O
	effexor	NN	O
	it	PRP	O
	was	VBD	O
	about	RB	O
	two	CD	O
	weeks	NNS	O
	before	IN	O
	the	DT	O
	zap	NN	B-ADR
	noises	NNS	I-ADR
	stopped	VBD	O
	0	0	O
Sentence: 210	my	PRP$	O
	effexor	NN	O
	has	VBZ	O
	left	VBN	O
	me	PRP	O
	with	IN	O
	the	DT	O
	inability	NN	B-ADR
	to	TO	I-ADR
	cry	VB	I-ADR
	.	.	O
	i	NN	O
	was	VBD	O
	dry	JJ	B-ADR
	eyed	JJ	I-ADR
	watching	VBG	O
	"	JJ	O
	"	NN	O
	into	IN	O
	the	DT	O
	wild	JJ	O
	"	NNP	O
	"	NN	O
	and	CC	O
	even	RB	O
	one	CD	O
	of	IN	O
	those	DT	O
	sarah	JJ	O
	mclachlan	NN	O
	commercials	NNS	O
	0	0	O
Sentence: 211	i	NN	O
	hate	VBP	O
	how	WRB	O
	vyvanse	JJ	O
	makes	VBZ	O
	me	PRP	O
	over	IN	B-ADR
	think	VBP	I-ADR
	everything	NN	O
	and	CC	O
	it	PRP	O
	makes	VBZ	O
	me	PRP	O
	angry	JJ	B-ADR
	about	IN	O
	things	NNS	O
	that	IN	O
	i	VBP	O
	shouldn't	VBD	O
	even	RB	O
	be	VB	O
	angry	JJ	O
	about	IN	O
	0	0	O
Sentence: 212	too	RB	O
	tired	VBN	B-ADR
	to	TO	O
	function	VB	O
	right	RB	O
	now	RB	O
	,	,	O
	thanks	NNS	O
	humira	VBP	O
	.	.	O
	#naptime	VB	B-ADR
	?	.	O
	?	.	O
	?	.	O
	?	.	O
	?	.	O
	?	.	O
	0	0	O
Sentence: 213	rt	NN	O
	@annie_monster	NN	O
	:	:	O
	almost	RB	O
	blew	IN	B-ADR
	out	IN	I-ADR
	my	PRP$	I-ADR
	arms	NNS	I-ADR
	&	CC	O
	heels	NNS	B-ADR
	@	VBP	O
	work	NN	O
	.	.	O
	they	PRP	O
	hurt	VBP	B-ADR
	like	IN	O
	hell	NN	O
	.	.	O
	&	CC	O
	the	DT	O
	pain	NN	B-ADR
	is	VBZ	O
	spreading	VBG	O
	,	,	O
	damned	JJ	O
	cipro	NN	O
	.	.	O
	0	0	O
Sentence: 214	fuckin	NN	O
	wired	VBD	B-ADR
	!	.	O
	not	RB	B-ADR
	sleeping	VBG	I-ADR
	tonight	NN	O
	.	.	O
	#vyvanse	JJ	O
	#whatdoido	NN	O
	#yuuuuup	NN	O
	0	0	O
Sentence: 215	@doctorchristian	JJ	O
	i	NN	O
	think	VBP	O
	some	DT	O
	people	NNS	O
	will	MD	O
	try	VB	O
	anything	NN	O
	sometimes	RB	O
	!	.	O
	i	NNS	O
	have	VBP	O
	with	IN	O
	my	PRP$	O
	severe	JJ	O
	psoriasis	NN	O
	!	.	O
	finally	RB	O
	awaiting	VBG	O
	humira	NN	O
	injection	NN	O
	anydayx	NN	O
	0	0	O
Sentence: 216	had	VBD	O
	2	CD	O
	quit	JJ	O
	job	NN	O
	:	:	O
	tendons	NNS	B-ADR
	in	IN	I-ADR
	lots	NNS	I-ADR
	of	IN	I-ADR
	pain	NN	I-ADR
	,	,	O
	almost	RB	O
	ruptured	VBN	O
	,	,	O
	hands	VBZ	B-ADR
	barely	RB	I-ADR
	usable	JJ	I-ADR
	now	RB	O
	.	.	O
	damned	VBN	O
	cipro	NN	O
	.	.	O
	0	0	O
Sentence: 217	no	DT	O
	med	JJ	O
	orders	NNS	O
	til	VBP	O
	effexor	NN	O
	is	VBZ	O
	fully	RB	O
	exited	VBN	O
	.	.	O
	still	RB	O
	having	VBG	O
	brain	NN	B-ADR
	shivers	NNS	I-ADR
	,	,	O
	but	CC	O
	mostly	RB	O
	when	WRB	O
	i	NN	O
	don't	VBP	O
	eat	NN	O
	.	.	O
	#effexor	CC	O
	#withdrawal	JJ	B-ADR
	#depression	NN	O
	0	0	O
Sentence: 218	@onemoremum	NN	O
	did	VBD	O
	i	JJ	O
	read	NN	O
	in	IN	O
	a	DT	O
	blog	NN	O
	post	NN	O
	that	IN	O
	you	PRP	O
	took	VBD	O
	venlafaxine	NN	O
	?	.	O
	i	JJ	O
	am	VBP	O
	on	IN	O
	300mg	CD	O
	and	CC	O
	if	IN	O
	i	JJ	O
	forget	VBP	O
	it	PRP	O
	for	IN	O
	one	CD	O
	day	NN	O
	i	VB	O
	can	MD	O
	barely	RB	B-ADR
	function	VB	I-ADR
	the	DT	O
	next	JJ	O
	0	0	O
Sentence: 219	restless	NN	B-ADR
	arms	NNS	I-ADR
	&	CC	I-ADR
	legs	NN	I-ADR
	!	.	O
	blood	NN	O
	quetiapine	NN	O
	:	:	O
	-/	NN	O
	0	0	O
Sentence: 220	i've	RB	O
	been	VBN	O
	sleeping	VBG	B-ADR
	most	JJS	O
	of	IN	O
	my	PRP$	O
	day	NN	O
	away	RB	O
	thanks	NNS	O
	to	TO	O
	my	PRP$	O
	humira	NN	O
	shot	NN	O
	.	.	O
	some	DT	O
	days	NNS	O
	i	VBP	O
	feel	VBP	O
	like	IN	O
	just	RB	O
	giving	VBG	O
	up	RP	O
	.	.	O
	#sick&tired	VBN	O
	0	0	O
Sentence: 221	at	IN	O
	my	PRP$	O
	old	JJ	O
	weight	NN	O
	my	PRP$	O
	bmi	NN	O
	was	VBD	O
	18.4	CD	O
	.	.	O
	i	VB	O
	hate	VBP	O
	seroquel	NN	O
	and	CC	O
	prozac	NN	O
	and	CC	O
	my	PRP$	O
	new	JJ	O
	pill	NN	O
	,	,	O
	i	VBP	O
	don't	VBP	O
	eat	NN	O
	but	CC	O
	still	RB	O
	gain	VB	B-ADR
	weight	NN	I-ADR
	.	.	O
	0	0	O
Sentence: 222	@bmccarthy32	RB	O
	glad	NN	O
	to	TO	O
	here	RB	O
	it's	VB	O
	keppra	NN	O
	over	IN	O
	the	DT	O
	others	NNS	O
	.	.	O
	lamictal	NN	O
	made	VBD	O
	me	PRP	O
	a	DT	O
	zombie	NN	B-ADR
	.	.	O
	first	JJ	O
	seizure	NN	O
	is	VBZ	O
	a	DT	O
	bitch	NN	O
	eh	NN	O
	?	.	O
	0	0	O
Sentence: 223	rt	JJ	O
	@ellus_cooper	NN	O
	:	:	O
	@uclaibd	VB	O
	even	RB	O
	w/	JJ	O
	humira	NN	O
	:	:	O
	ab	NN	B-ADR
	pain	NN	I-ADR
	,	,	O
	cramps	NNS	B-ADR
	,	,	O
	nausea	NN	B-ADR
	,	,	O
	vomitting	NN	B-ADR
	,	,	O
	skin&joint	NN	B-ADR
	problems	NNS	I-ADR
	,	,	O
	ulcers	NNS	B-ADR
	in	IN	I-ADR
	mouth&fatique	NN	I-ADR
	#uclaibdnurses2013	NN	O
	0	0	O
Sentence: 224	@wayne386	IN	O
	they	PRP	O
	probably	RB	O
	would	MD	O
	have	VB	O
	offered	VBN	O
	me	PRP	O
	the	DT	O
	full	JJ	O
	anti	NN	O
	psychotic	JJ	O
	menu	NN	O
	had	VBD	O
	i	VBN	O
	not	RB	O
	reacted	VBN	B-ADR
	badly	RB	I-ADR
	to	TO	O
	seroquel	VB	O
	#handy	NNP	O
	#bonus	NN	O
	0	0	O
Sentence: 225	@c4dispatches	NNS	O
	i	NN	O
	was	VBD	O
	prescribed	VBN	O
	victoza	NN	O
	for	IN	O
	obesity	NN	O
	in	IN	O
	july	NN	O
	2010	CD	O
	.	.	O
	i	NNS	O
	have	VBP	O
	been	VBN	O
	ill	VBN	B-ADR
	ever	RB	O
	since	IN	O
	.	.	O
	evil	JJ	O
	drug	NN	O
	#diabetes	NNS	O
	0	0	O
Sentence: 226	@simplyni	JJ	O
	@joe_schmuck	NNP	O
	@l82life	NN	O
	@ezell_jenkins	NNS	O
	lol	VBP	O
	good	JJ	O
	ol	NN	O
	anger	NN	O
	management	NN	O
	my	PRP$	O
	pills	NNS	O
	are	VBP	O
	lamotrigine	JJ	O
	0	0	O
Sentence: 227	rt	NN	O
	@vyvanseswag	NN	O
	:	:	O
	vyvanse	NN	O
	,	,	O
	commonly	RB	O
	known	VBN	O
	as	IN	O
	ocd	NN	B-ADR
	in	IN	O
	a	DT	O
	pill	NN	O
	.	.	O
	0	0	O
Sentence: 228	i'm	NN	O
	having	VBG	O
	to	TO	O
	pee	VB	B-ADR
	way	NN	I-ADR
	too	RB	I-ADR
	much	RB	I-ADR
	this	DT	O
	drive.	NN	O
	.	.	O
	drinking	VBG	O
	too	RB	O
	much	JJ	O
	water	NN	O
	.	.	O
	fuck	NN	O
	you	PRP	O
	70mg	CD	O
	vyvanse	NNS	O
	and	CC	O
	your	PRP$	O
	ability	NN	O
	to	TO	O
	dehydrate	VB	B-ADR
	the	DT	O
	fuck	NN	O
	out	IN	O
	of	IN	O
	me	PRP	O
	.	.	O
	0	0	O
Sentence: 229	this	DT	O
	rant	NN	B-ADR
	could	MD	O
	be	VB	O
	#paxil	JJ	O
	withdrawl...or	JJ	B-ADR
	delayed	VBN	O
	divorce	NN	O
	rage	NN	O
	.	.	O
	0	0	O
Sentence: 230	also	RB	O
	,	,	O
	yay	JJR	O
	addiction	NN	B-ADR
	.	.	O
	it's	JJ	O
	drugs	NNS	O
	i	VBP	O
	need	VBP	O
	for	IN	O
	living	NN	O
	,	,	O
	but	CC	O
	it's	VBP	O
	still	RB	O
	dependance	NN	B-ADR
	.	.	O
	every	DT	O
	time	NN	O
	i	VBZ	O
	get	VBP	O
	a	DT	O
	"	JJ	O
	"	NN	O
	paxil	NN	O
	headache	NN	B-ADR
	"	NNP	O
	"	NNP	O
	i	NN	O
	realize	VBP	O
	this	DT	O
	.	.	O
	oh	RB	O
	well	RB	O
	.	.	O
	0	0	O
Sentence: 231	gotta	NN	O
	find	VBP	O
	an	DT	O
	alternative	NN	O
	to	TO	O
	vyvanse	VB	O
	,	,	O
	asap	NN	O
	.	.	O
	i'd	VB	O
	rather	RB	O
	be	VB	O
	sleepy	JJ	O
	&	CC	O
	happy	JJ	O
	,	,	O
	than	IN	O
	alert	JJ	O
	&	CC	O
	depressed	JJ	B-ADR
	!	.	O
	0	0	O
Sentence: 232	@almostwell	RB	O
	yeh	RB	O
	same	JJ	O
	bk	NN	O
	felt	VBD	B-ADR
	like	IN	I-ADR
	sumo	NN	I-ADR
	wrestler	NN	I-ADR
	on	IN	O
	it	PRP	O
	all	DT	O
	time	NN	O
	:	:	O
	(	(	O
	think	VB	O
	its	PRP$	O
	f****ed	NNS	O
	me	PRP	O
	4life	CD	O
	:	:	O
	(	(	O
	ironic	JJ	O
	as	IN	O
	humira	NN	O
	is	VBZ	O
	used	VBN	O
	to	TO	O
	treat	VB	O
	artheritis	NN	O
	0	0	O
Sentence: 233	okay	NN	O
	i	NN	O
	took	VBD	O
	the	DT	O
	seroquel	NN	O
	and	CC	O
	i	NN	O
	am	VBP	O
	resisting	VBG	O
	the	DT	O
	urge	NN	B-ADR
	to	TO	I-ADR
	vomit	VB	I-ADR
	it	PRP	O
	up	RP	O
	i	JJ	O
	feel	NN	B-ADR
	disgusting	VBG	I-ADR
	but	CC	O
	oh	RB	O
	well	RB	O
	good	JJ	O
	times	NNS	O
	good	JJ	O
	vibes	NNS	O
	don't	VBP	O
	be	VB	O
	sad	JJ	O
	0	0	O
Sentence: 234	why	WRB	O
	not	RB	O
	to	TO	O
	take	VB	O
	vyvanse	NN	O
	late	RB	O
	in	IN	O
	the	DT	O
	day	NN	O
	:	:	O
	i	NN	O
	just	RB	O
	cleaned	VBN	B-ADR
	my	PRP$	I-ADR
	entire	JJ	I-ADR
	kitchen	NN	I-ADR
	.	.	O
	it's	JJ	O
	3am	CD	B-ADR
	.	.	O
	#addproblems	NNS	O
	@vyvanseswag	VBP	O
	0	0	O
Sentence: 235	@magnoliapearl	RB	O
	missing	VBG	O
	a	DT	O
	day	NN	O
	of	IN	O
	meds	NNS	O
	is	VBZ	O
	never	RB	O
	fun	NN	O
	.	.	O
	i	JJ	O
	get	VBP	O
	migraines	NNS	B-ADR
	if	IN	O
	i	JJ	O
	don't	VBP	O
	get	VB	O
	my	PRP$	O
	effexor	NN	O
	.	.	O
	do	VB	O
	you	PRP	O
	just	RB	O
	get	VB	O
	super	JJR	O
	tired	VBN	B-ADR
	?	.	O
	0	0	O
Sentence: 236	i'm	RB	O
	high	JJ	B-ADR
	af	NN	O
	on	IN	O
	vyvanse	NN	O
	.	.	O
	0	0	O
Sentence: 237	@doctorchristian	JJ	O
	@c4dispatch	NN	O
	re	NN	O
	victoza	NN	O
	i	NN	O
	was	VBD	O
	prescribed	VBN	O
	this	DT	O
	in	IN	O
	2010	CD	O
	for	IN	O
	obesity	NN	O
	.	.	O
	caused	VBN	O
	pancreatitis	NN	B-ADR
	and	CC	O
	digestive	JJ	B-ADR
	problems	NNS	I-ADR
	ever	RB	O
	since	IN	O
	0	0	O
Sentence: 238	@mtv	NN	O
	when	WRB	O
	are	VBP	O
	you	PRP	O
	going	VBG	O
	to	TO	O
	do	VB	O
	true	JJ	O
	life	NN	O
	:	:	O
	i	NN	O
	am	VBP	O
	addicted	VBN	B-ADR
	to	TO	O
	vyvanse	VB	O
	?	.	O
	0	0	O
Sentence: 239	09.26	CD	O
	day	NN	O
	12	CD	O
	rivaroxaban	NN	O
	diary	NN	O
	:	:	O
	headache	NN	B-ADR
	,	,	O
	right	JJ	O
	shoulder	NN	B-ADR
	and	CC	O
	neck	NN	B-ADR
	ache	NN	I-ADR
	,	,	O
	lower	JJR	B-ADR
	back	RB	I-ADR
	pain	NN	I-ADR
	,	,	O
	weak	JJ	B-ADR
	knees	NNS	I-ADR
	,	,	O
	limping	VBG	B-ADR
	when	WRB	O
	walking.taken	JJ	O
	paracetamol	NN	O
	0	0	O
Sentence: 240	though	IN	O
	i'm	NN	O
	still	RB	O
	sleeping	VBG	O
	well	RB	O
	,	,	O
	even	RB	O
	on	IN	O
	floor	NN	O
	.	.	O
	that	IN	O
	much	RB	O
	be	VB	O
	because	IN	O
	of	IN	O
	long	JJ	O
	half	JJ	O
	life	NN	O
	and	CC	O
	still	RB	O
	having	VBG	O
	fluoxetine	NN	O
	in	IN	O
	my	PRP$	O
	system	NN	O
	.	.	O
	0	0	O
Sentence: 241	get	VB	O
	asked	VBN	O
	if	IN	O
	i	NNS	O
	have	VBP	O
	tourettes	NNS	B-ADR
	.	.	O
	nope	NN	O
	.	.	O
	just	RB	O
	vyvanse	JJ	O
	#twitchy	NN	B-ADR
	@vyvanseswag	NN	O
	0	0	O
Sentence: 242	i	JJ	O
	don't	NN	O
	know	VBD	O
	whether	IN	O
	my	PRP$	O
	vyvanse	NN	O
	caused	VBD	O
	my	PRP$	O
	caffeine	JJ	O
	addiction	NN	B-ADR
	or	CC	O
	caffeine	NN	O
	caused	VBN	O
	my	PRP$	O
	vyvanse	JJ	O
	addiction	NN	O
	.	.	O
	0	0	O
Sentence: 243	rt	NN	O
	@vyvanseswag	NN	O
	:	:	O
	i	JJ	O
	don't	VBP	O
	know	VBP	O
	whether	IN	O
	my	PRP$	O
	vyvanse	NN	O
	caused	VBD	O
	my	PRP$	O
	caffeine	JJ	O
	addiction	NN	B-ADR
	or	CC	O
	caffeine	NN	O
	caused	VBN	O
	my	PRP$	O
	vyvanse	JJ	O
	addiction	NN	O
	.	.	O
	0	0	O
Sentence: 244	@chiarthritis	JJ	O
	triple	JJ	O
	drug	NN	O
	comparable	JJ	O
	to	TO	O
	mtx	VB	O
	+	NNP	O
	etanercept	FW	O
	except	IN	O
	on	IN	O
	radiographic	JJ	O
	progression	NN	O
	.	.	O
	hence	VB	O
	too	RB	O
	early	JJ	O
	to	TO	O
	conclude	VB	O
	.	.	O
	#rheum	NN	O
	#eular2013	NN	O
	0	0	O
Sentence: 245	my	PRP$	O
	house	NN	O
	smells	NNS	O
	of	IN	O
	bacon	NN	O
	&	CC	O
	seroquel	NN	O
	is	VBZ	O
	making	VBG	O
	me	PRP	O
	so	IN	O
	hungry	JJ	B-ADR
	i	NN	O
	want	VBP	O
	to	TO	O
	tear	VB	B-ADR
	my	PRP$	I-ADR
	own	JJ	I-ADR
	face	NN	I-ADR
	off	IN	I-ADR
	&	CC	I-ADR
	eat	VB	I-ADR
	it	PRP	I-ADR
	or	CC	O
	cry	VB	B-ADR
	or	CC	O
	maybe	VB	O
	both	DT	O
	at	IN	O
	once	RB	O
	.	.	O
	0	0	O
Sentence: 246	@sdunn242	JJ	O
	yup	NN	O
	quetiapine	NN	O
	.	.	O
	the	DT	O
	normal	JJ	O
	dose	NN	O
	at	IN	O
	night	NN	O
	whacks	NNS	B-ADR
	me	PRP	I-ADR
	out	RP	I-ADR
	.	.	O
	i'd	NNS	O
	have	VBP	O
	been	VBN	O
	asleep	JJ	B-ADR
	til	NN	O
	friday	NN	O
	on	IN	O
	double	JJ	O
	0	0	O
Sentence: 247	i'm	NN	O
	not	RB	O
	sure	JJ	O
	if	IN	O
	excedrin	NN	O
	is	VBZ	O
	the	DT	O
	right	JJ	O
	way	NN	O
	for	IN	O
	me	PRP	O
	to	TO	O
	go	VB	O
	for	IN	O
	my	PRP$	O
	tmj	JJ	B-ADR
	headaches	NNS	I-ADR
	.	.	O
	vyvanse	NN	O
	+	JJ	O
	caffeine	NN	O
	is	VBZ	O
	pretty	JJ	O
	rough	JJ	O
	.	.	O
	ideas	NNS	O
	?	.	O
	0	0	O
Sentence: 248	13.08	CD	O
	day	NN	O
	13	CD	O
	rivaroxaban	NN	O
	diary	NN	O
	.	.	O
	pracetamol	NN	O
	has	VBZ	O
	taken	VBN	O
	away	RP	O
	most	JJS	O
	of	IN	O
	the	DT	O
	aches	NNS	B-ADR
	,	,	O
	but	CC	O
	still	RB	O
	have	VB	O
	lower	JJR	B-ADR
